microservice,timestamp,availability_Average,latency_Average,latency_p50,latency_p90,latency_p95,latency_p99,requests_Sum
169.254.170.2_remote,2023-04-13 09:10:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
169.254.170.2_remote,2023-04-13 09:15:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
169.254.170.2_remote,2023-04-13 09:20:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
169.254.170.2_remote,2023-04-13 09:25:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
169.254.170.2_remote,2023-04-13 09:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AWS::StepFunctions::StateMachine,2023-04-13 09:10:00,52.63157894736842,2.8461579111789472,3.0889682259311977,4.4264182353758486,4.474448533462526,4.513247742650654,19.0
AWS::StepFunctions::StateMachine,2023-04-13 09:15:00,75.0,2.0165833605666665,0.6830134553650705,4.303629036521611,4.346600039190721,4.381285558164733,12.0
AWS::StepFunctions::StateMachine,2023-04-13 09:20:00,66.66666666666666,2.531571431319048,1.153689732987167,5.803567515777074,6.101353682886787,6.354911061401609,21.0
AWS::StepFunctions::StateMachine,2023-04-13 09:25:00,50.0,2.6146110799777778,3.452271214393104,4.427624737934758,4.500709205575996,4.560044412654345,18.0
AWS::StepFunctions::StateMachine,2023-04-13 09:30:00,75.0,2.39056251611875,2.992374046230249,4.306569272895393,4.350559948816229,4.38607580569114,16.0
AWSSimpleSystemsManagement_AWS::AWSSimpleSystemsManagement,2023-04-13 09:10:00,100.0,0.020944356915909,0.0207346863490294,0.0305511613047485,0.0321953907223743,0.0327100786378815,22.0
AWSSimpleSystemsManagement_AWS::AWSSimpleSystemsManagement,2023-04-13 09:15:00,100.0,0.0232125435510714,0.0220949281521799,0.0340901813173176,0.0352465611281232,0.0498264392492104,28.0
AWSSimpleSystemsManagement_AWS::AWSSimpleSystemsManagement,2023-04-13 09:20:00,100.0,0.0222853720170833,0.0210666874051728,0.0302613608773652,0.0320423282982938,0.0361877761919181,24.0
AWSSimpleSystemsManagement_AWS::AWSSimpleSystemsManagement,2023-04-13 09:25:00,100.0,0.0207692926563636,0.0200862983201635,0.0288530754962279,0.029932575876247,0.0304541872740274,22.0
AWSSimpleSystemsManagement_AWS::AWSSimpleSystemsManagement,2023-04-13 09:30:00,100.0,0.021524266760909,0.0200862983201635,0.0336062774352234,0.0354149297946117,0.0359598395591161,22.0
DynamoDB_AWS::DynamoDB,2023-04-13 09:10:00,100.0,0.065044403068421,0.0677105972056735,0.0783655896987763,0.0786492585501616,0.0788769327695369,19.0
DynamoDB_AWS::DynamoDB,2023-04-13 09:15:00,100.0,0.0624817609701666,0.0630394086312847,0.0833740068301545,0.0944080058177178,0.0970063061876197,12.0
DynamoDB_AWS::DynamoDB,2023-04-13 09:20:00,100.0,0.0753289744816666,0.0767334179613042,0.1005625523875758,0.1222619426896908,0.2340457809288647,21.0
DynamoDB_AWS::DynamoDB,2023-04-13 09:25:00,100.0,0.0722719430855555,0.0762776844438545,0.0977278809830481,0.1017903046905927,0.1037166767901658,18.0
DynamoDB_AWS::DynamoDB,2023-04-13 09:30:00,100.0,0.07311370967875,0.0630394086312847,0.0827144303470702,0.2216308794453743,0.234937646096885,16.0
Evidently_AWS::Evidently,2023-04-13 09:10:00,100.0,0.2486107348833333,0.2471196523621363,0.2634393359106349,0.2635204262249507,0.2635853164477627,6.0
Evidently_AWS::Evidently,2023-04-13 09:15:00,100.0,0.2587679624,0.2633312543060798,0.2668499226239376,0.2672930492375681,0.2676480802809857,2.0
Evidently_AWS::Evidently,2023-04-13 09:20:00,100.0,0.2422273158666666,0.2510764995599643,0.271309585888812,0.2730504310688512,0.274451146216024,3.0
Evidently_AWS::Evidently,2023-04-13 09:25:00,100.0,0.2726153532333333,0.2602626118573901,0.3008938822183692,0.3033562771327385,0.3053406940700109,3.0
Evidently_AWS::Evidently,2023-04-13 09:30:00,100.0,0.2809760570166666,0.2588889096706075,0.3348802900851622,0.3384687256634702,0.3413671399655381,6.0
PGSQL Query_remote,2023-04-13 09:10:00,100.0,0.016578766934964,0.0155253394533968,0.020595175085335,0.0232286384000775,0.0414856828155096,139.0
