microservice,timestamp,availability_Average,latency_Average,latency_p50,latency_p90,latency_p95,latency_p99,requests_Sum
169.254.170.2_remote,2023-04-12 22:10:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
169.254.170.2_remote,2023-04-12 22:15:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
169.254.170.2_remote,2023-04-12 22:20:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
169.254.170.2_remote,2023-04-12 22:25:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
169.254.170.2_remote,2023-04-12 22:30:00,100.0,0.000648498535,0.0006497753664165,0.0006626458362863,0.0006642724673706,0.0006655766467104,2.0
AWS::StepFunctions::StateMachine,2023-04-12 22:10:00,72.72727272727272,2.529818141436364,1.4641000000000004,4.577488428600427,5.683814508370905,5.807627569990967,22.0
AWS::StepFunctions::StateMachine,2023-04-12 22:15:00,55.0,2.94139999938,3.370984345965949,4.41091403129586,4.45919286715663,4.498196126557607,20.0
AWS::StepFunctions::StateMachine,2023-04-12 22:20:00,66.66666666666666,2.8221666515555555,3.214107462811053,4.508212984277618,4.597071387190804,4.612208188431105,18.0
AWS::StepFunctions::StateMachine,2023-04-12 22:25:00,75.0,2.48854995575,3.1384283767210026,4.381134841085708,4.594972986357222,4.685174289957156,20.0
AWS::StepFunctions::StateMachine,2023-04-12 22:30:00,77.77777777777777,2.332944403711111,2.945215642793724,4.42309114154807,4.611989287420228,4.736381178199089,18.0
AWSSimpleSystemsManagement_AWS::AWSSimpleSystemsManagement,2023-04-12 22:10:00,100.0,0.020704583685,0.0207346863490294,0.0292220807692891,0.0297385091618387,0.0300649157499954,22.0
AWSSimpleSystemsManagement_AWS::AWSSimpleSystemsManagement,2023-04-12 22:15:00,100.0,0.0223998289811538,0.0216777426718466,0.0299743094220053,0.0318899935592993,0.0328925231281801,26.0
AWSSimpleSystemsManagement_AWS::AWSSimpleSystemsManagement,2023-04-12 22:20:00,100.0,0.0214154286786363,0.018849714862754,0.0292220807692891,0.0352465611281232,0.0495056599453076,22.0
AWSSimpleSystemsManagement_AWS::AWSSimpleSystemsManagement,2023-04-12 22:25:00,100.0,0.0222692603123809,0.0191515340047025,0.0354149297946117,0.0389564227740729,0.0445687850955139,21.0
