microservice,timestamp,availability_Average,latency_Average,latency_p50,latency_p90,latency_p95,latency_p99,requests_Sum
169.254.170.2_remote,2023-04-13 01:40:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
169.254.170.2_remote,2023-04-13 01:45:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
169.254.170.2_remote,2023-04-13 01:50:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
169.254.170.2_remote,2023-04-13 01:55:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
169.254.170.2_remote,2023-04-13 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AWS::StepFunctions::StateMachine,2023-04-13 01:40:00,66.66666666666666,2.789399970313333,3.188680476905306,4.33264436638811,4.36668844127068,4.394116203290704,15.0
AWS::StepFunctions::StateMachine,2023-04-13 01:45:00,47.36842105263158,2.913789508205263,3.833865392990604,4.49748380709826,6.127984389178504,6.314492631222675,19.0
AWS::StepFunctions::StateMachine,2023-04-13 01:50:00,38.46153846153846,3.0484615070000007,3.9828498555324616,4.28975520120437,4.309830585769527,4.325958516106099,13.0
AWS::StepFunctions::StateMachine,2023-04-13 01:55:00,75.0,1.946199985785,1.2100000000000002,4.404019986403541,4.4823140575035065,4.545950301912991,20.0
AWS::StepFunctions::StateMachine,2023-04-13 02:00:00,75.0,2.927649980785,3.040287543787003,5.831290473485079,6.115909044841463,6.774259443005525,20.0
AWSSimpleSystemsManagement_AWS::AWSSimpleSystemsManagement,2023-04-13 01:40:00,100.0,0.0216309959762162,0.0216482469059972,0.0278621607934302,0.0294397638136665,0.0297515243180207,37.0
AWSSimpleSystemsManagement_AWS::AWSSimpleSystemsManagement,2023-04-13 01:45:00,100.0,0.0209124020117142,0.0197305313016636,0.028039760936285,0.0304909908328366,0.0317509359747531,35.0
AWSSimpleSystemsManagement_AWS::AWSSimpleSystemsManagement,2023-04-13 01:50:00,100.0,0.0225802452608695,0.0220949281521799,0.0313625026939602,0.0322337704361763,0.0396341917339971,46.0
AWSSimpleSystemsManagement_AWS::AWSSimpleSystemsManagement,2023-04-13 01:55:00,100.0,0.01936629571,0.0178303164919837,0.027510328070332,0.0287844075428175,0.0366015975645434,38.0
AWSSimpleSystemsManagement_AWS::AWSSimpleSystemsManagement,2023-04-13 02:00:00,100.0,0.0212091245893548,0.021319172162282,0.0283983646366848,0.0306971005999285,0.0323701868544087,31.0
DynamoDB_AWS::DynamoDB,2023-04-13 01:40:00,100.0,0.0607460907471428,0.0601057177780957,0.0831095474277485,0.0941749017696551,0.0977851286723428,14.0
DynamoDB_AWS::DynamoDB,2023-04-13 01:45:00,100.0,0.0626480314422222,0.0630394086312847,0.0802877772591658,0.0814531325566453,0.082397583728379,18.0
DynamoDB_AWS::DynamoDB,2023-04-13 01:50:00,100.0,0.0831561271861538,0.0784901766080312,0.1000844607199549,0.2455130730837549,0.2548973559867725,13.0
DynamoDB_AWS::DynamoDB,2023-04-13 01:55:00,100.0,0.0683201789795,0.0661162895559052,0.08390545288824,0.0953797487404428,0.0979207692190874,20.0
DynamoDB_AWS::DynamoDB,2023-04-13 02:00:00,100.0,0.0626416457273684,0.0625407003045344,0.0779058384596137,0.0782129397750123,0.0784594922158473,19.0
Evidently_AWS::Evidently,2023-04-13 01:40:00,100.0,0.24123291964,0.2282513632363311,0.3007424409676237,0.306439351110066,0.3110744808484357,5.0
Evidently_AWS::Evidently,2023-04-13 01:45:00,100.0,0.2557214100666666,0.2585658944437478,0.2701661901448139,0.2716537449297337,0.2728496838179839,3.0
Evidently_AWS::Evidently,2023-04-13 01:50:00,100.0,0.3164758682,0.3164758682,0.3164758682,0.3164758682,0.3164758682,1.0
Evidently_AWS::Evidently,2023-04-13 01:55:00,100.0,0.2428059236999999,0.2451646748169395,0.2735051389138561,0.2763107993452216,0.2785760358270955,7.0
