microservice,timestamp,availability_Average,latency_Average,latency_p50,latency_p90,latency_p95,latency_p99,requests_Sum
169.254.170.2_remote,2023-04-29 01:40:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
169.254.170.2_remote,2023-04-29 01:45:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
169.254.170.2_remote,2023-04-29 01:50:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
169.254.170.2_remote,2023-04-29 01:55:00,100.0,0.0005015532175699,0.000546106855222,0.0005685871519559,0.0005714614892914,0.000573771417548,3.0
169.254.170.2_remote,2023-04-29 02:00:00,100.0,0.001273870468,0.001273870468,0.001273870468,0.001273870468,0.001273870468,1.0
AWS::StepFunctions::StateMachine,2023-04-29 01:40:00,50.0,2.5371249584875,1.3310000000000004,4.320644151867376,4.347240134356325,4.368634745536161,8.0
AWS::StepFunctions::StateMachine,2023-04-29 01:45:00,100.0,0.8703335125666668,0.9227569643119043,0.9563995693877438,0.960690236397824,0.9641366252126468,3.0
AWS::StepFunctions::StateMachine,2023-04-29 01:50:00,16.66666666666667,4.865000005783334,4.594972986357222,6.519112358765815,6.571346948746704,6.613435802665368,6.0
AWS::StepFunctions::StateMachine,2023-04-29 01:55:00,50.0,2.49800002306,1.0,4.594972986357222,4.604975606019925,4.612993376984896,10.0
AWS::StepFunctions::StateMachine,2023-04-29 02:00:00,50.0,3.671999985,3.452271214393104,4.623729176982327,4.6333545098428885,4.641069200983919,4.0
AWSSimpleSystemsManagement_AWS::AWSSimpleSystemsManagement,2023-04-29 01:40:00,100.0,0.0234312713116666,0.0220949281521799,0.0309418835908725,0.0321442888462179,0.0337057389010769,24.0
AWSSimpleSystemsManagement_AWS::AWSSimpleSystemsManagement,2023-04-29 01:45:00,100.0,0.0205450952033333,0.0191515340047025,0.031139114630729,0.0349122213504357,0.0361158386076754,24.0
AWSSimpleSystemsManagement_AWS::AWSSimpleSystemsManagement,2023-04-29 01:50:00,100.0,0.0241211141825,0.0243044209673979,0.0342530260938019,0.0359965253393832,0.0367792128510436,28.0
AWSSimpleSystemsManagement_AWS::AWSSimpleSystemsManagement,2023-04-29 01:55:00,100.0,0.0238499283765,0.0220949281521799,0.0339281107329048,0.0355841027383673,0.0361476535764092,20.0
AWSSimpleSystemsManagement_AWS::AWSSimpleSystemsManagement,2023-04-29 02:00:00,100.0,0.0233494440683333,0.0226277183799847,0.0317383830458507,0.0349122213504357,0.0407208294465624,24.0
DynamoDB_AWS::DynamoDB,2023-04-29 01:40:00,100.0,0.0777317583475,0.0606813251597618,0.2202157564353067,0.2254815925884085,0.2297847786528447,8.0
DynamoDB_AWS::DynamoDB,2023-04-29 01:45:00,100.0,0.1728376547433333,0.2225835617160035,0.2349392661453783,0.2365311933453884,0.2378124980674965,3.0
DynamoDB_AWS::DynamoDB,2023-04-29 01:50:00,100.0,0.1581329107083333,0.1015255979947704,0.2417229435783824,0.2434859959598271,0.2449056919671315,6.0
DynamoDB_AWS::DynamoDB,2023-04-29 01:55:00,100.0,0.113133478147,0.0787399369044465,0.2393920493691634,0.2435810075732314,0.2469848886917054,10.0
DynamoDB_AWS::DynamoDB,2023-04-29 02:00:00,100.0,0.0986557006675,0.0601057177780957,0.218172170615519,0.2183534831676245,0.2184986416930941,4.0
Evidently_AWS::Evidently,2023-04-29 01:40:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Evidently_AWS::Evidently,2023-04-29 01:45:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
