microservice,timestamp,availability_Average,latency_Average,latency_p50,latency_p90,latency_p95,latency_p99,requests_Sum
169.254.170.2_remote,2023-04-30 02:50:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
169.254.170.2_remote,2023-04-30 02:55:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
169.254.170.2_remote,2023-04-30 03:00:00,100.0,0.0005695819854736,0.000606823521391,0.0006335331787634,0.0006369535082492,0.0006397030623871,4.0
169.254.170.2_remote,2023-04-30 03:05:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
169.254.170.2_remote,2023-04-30 03:10:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AWS::StepFunctions::StateMachine,2023-04-30 02:50:00,57.142857142857146,2.279428548514286,0.7163505554061549,4.63565909928615,4.683581776288994,4.722276372846386,7.0
AWS::StepFunctions::StateMachine,2023-04-30 02:55:00,50.0,3.9976249591625,4.594972986357222,6.149750629805468,6.217996609889873,6.273138283892441,8.0
AWS::StepFunctions::StateMachine,2023-04-30 03:00:00,12.5,3.8802499744125,4.339576527255807,4.601559483649067,4.614760815292498,4.625349144002496,8.0
AWS::StepFunctions::StateMachine,2023-04-30 03:05:00,50.0,2.53566662045,0.9090909090909092,4.600578645783224,4.604787377761511,4.60815713536246,6.0
AWS::StepFunctions::StateMachine,2023-04-30 03:10:00,30.0,3.46530003197,4.312090222614291,4.594972986357222,6.328750939718274,6.504345382910148,10.0
AWSSimpleSystemsManagement_AWS::AWSSimpleSystemsManagement,2023-04-30 02:50:00,100.0,0.0231199741333333,0.0220949281521799,0.0308437370299135,0.0339281107329048,0.0362376718107135,30.0
AWSSimpleSystemsManagement_AWS::AWSSimpleSystemsManagement,2023-04-30 02:55:00,100.0,0.0233955274904545,0.0214040044183277,0.0336062774352234,0.0354149297946117,0.0380733663240387,22.0
AWSSimpleSystemsManagement_AWS::AWSSimpleSystemsManagement,2023-04-30 03:00:00,100.0,0.0306135018629166,0.0200862983201635,0.0340360719499598,0.0353587177308397,0.2283663419622575,24.0
AWSSimpleSystemsManagement_AWS::AWSSimpleSystemsManagement,2023-04-30 03:05:00,100.0,0.0212230086293749,0.0191515340047025,0.0314373209395891,0.0356115479124058,0.0356995147974965,16.0
AWSSimpleSystemsManagement_AWS::AWSSimpleSystemsManagement,2023-04-30 03:10:00,100.0,0.0230874816554166,0.0200862983201635,0.036075162708848,0.0370777060230032,0.0378997637950941,24.0
DynamoDB_AWS::DynamoDB,2023-04-30 02:50:00,100.0,0.0640447480285714,0.0620459372875604,0.0776171774399717,0.0779818121135671,0.0782747528287521,7.0
DynamoDB_AWS::DynamoDB,2023-04-30 02:55:00,100.0,0.1190160910088888,0.0800007103626454,0.2405454814434598,0.2458050867794459,0.2500954532816048,9.0
DynamoDB_AWS::DynamoDB,2023-04-30 03:00:00,100.0,0.0912093094257142,0.0774990326412297,0.2394671215685905,0.2395547355566025,0.2396248498263268,7.0
DynamoDB_AWS::DynamoDB,2023-04-30 03:05:00,100.0,0.1361478396571428,0.0800007103626454,0.2335096033412594,0.2360257560308292,0.2380581851898575,7.0
DynamoDB_AWS::DynamoDB,2023-04-30 03:10:00,100.0,0.0647461944066666,0.0616306546740944,0.0775650538175011,0.0780979466003737,0.0785268956258782,9.0
Evidently_AWS::Evidently,2023-04-30 02:50:00,100.0,0.2598166465,0.2598166465,0.2598166465,0.2598166465,0.2598166465,1.0
Evidently_AWS::Evidently,2023-04-30 02:55:00,100.0,0.3446464538,0.3504938994813922,0.3569530178607433,0.3577687325383354,0.3584226462166092,2.0
Evidently_AWS::Evidently,2023-04-30 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Evidently_AWS::Evidently,2023-04-30 03:05:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Evidently_AWS::Evidently,2023-04-30 03:10:00,100.0,0.3018779754,0.3018779754,0.3018779754,0.3018779754,0.3018779754,1.0
PGSQL Query_remote,2023-04-30 02:50:00,100.0,0.0163951176813846,0.0159539264680041,0.0203270330904219,0.0219637024151787,0.0324427838071293,65.0
PGSQL Query_remote,2023-04-30 02:55:00,100.0,0.0174013569504054,0.0162868089194941,0.021815921839781,0.0312878625096199,0.0522422620350088,74.0
PGSQL Query_remote,2023-04-30 03:00:00,100.0,0.01678741679,0.0157337104238888,0.0222004730186881,0.0240738755058556,0.0330213942457619,68.0
PGSQL Query_remote,2023-04-30 03:05:00,100.0,0.0178793260882894,0.0171074749387079,0.0229535396729891,0.0247721565471118,0.0327461069373422,76.0
PGSQL Query_remote,2023-04-30 03:10:00,100.0,0.0158127180692,0.014561281444083,0.0206689166568985,0.0245957100394106,0.0296312533969393,75.0
PetAdoptionStatusUpdater/prod_AWS::ApiGateway::Stage,2023-04-30 02:50:00,100.0,0.0595076964344615,0.050569836091129,0.0914205021705234,0.1199534532962802,0.2177588437517293,65.0
PetAdoptionStatusUpdater/prod_AWS::ApiGateway::Stage,2023-04-30 02:55:00,100.0,0.0544800122505333,0.049674146924046,0.0863391942688343,0.0934021679432784,0.1377695863929959,75.0
PetAdoptionStatusUpdater/prod_AWS::ApiGateway::Stage,2023-04-30 03:00:00,100.0,0.0564626828861194,0.0533549763066833,0.0884211507552345,0.0942217760222555,0.1039336846753667,67.0
PetAdoptionStatusUpdater/prod_AWS::ApiGateway::Stage,2023-04-30 03:05:00,100.0,0.060199993837,0.0529328820717367,0.08390545288824,0.1015255979947704,0.3885862222916068,80.0
PetAdoptionStatusUpdater/prod_AWS::ApiGateway::Stage,2023-04-30 03:10:00,100.0,0.0544084528719718,0.0527230888144852,0.0761566132999273,0.0878611028632001,0.1262533881539937,71.0
PetSearch_AWS::ECS::Fargate,2023-04-30 02:50:00,100.0,0.0069185916985359,0.004576738566789,0.0117013299120103,0.0177737593583703,0.0607247172769164,557.0
PetSearch_AWS::ECS::Fargate,2023-04-30 02:55:00,99.68354430379746,0.0070357398131035,0.0045345814752373,0.010960399857999,0.016706060526773,0.0585600969728038,632.0
PetSearch_AWS::ECS::Fargate,2023-04-30 03:00:00,91.55172413793105,0.0165796456635607,0.0046341487039962,0.0208668542481719,0.0693433494944132,0.2218173816293733,580.0
PetSearch_AWS::ECS::Fargate,2023-04-30 03:05:00,94.77503628447025,0.0144587075214688,0.0045484549554,0.012365484604077,0.0348291331268091,0.1896289356369847,689.0
PetSearch_AWS::ECS::Fargate,2023-04-30 03:10:00,100.0,0.0065343986434266,0.0045994543374519,0.0108992195119152,0.0146797268409507,0.059280771693988,629.0
PetSearch_client,2023-04-30 02:50:00,100.0,0.002240028786291,0.0002841409761036,0.0121977067898856,0.0141508259898128,0.0166463774268816,47.0
PetSearch_client,2023-04-30 02:55:00,100.0,0.0021442125232463,0.0002902731759413,0.0113783968760233,0.011872124452411,0.0122824874984037,48.0
PetSearch_client,2023-04-30 03:00:00,91.48936170212768,0.0160210893462647,0.0002855954823445,0.0250093891548472,0.1739579284694009,0.1927610135566156,47.0
PetSearch_client,2023-04-30 03:05:00,97.87234042553192,0.0053215990656655,0.0002849157885185,0.0115014527692283,0.0132691079742955,0.1248126975617017,47.0
PetSearch_client,2023-04-30 03:10:00,100.0,0.0022213707361065,0.0002917861592581,0.0113923529581015,0.0120628254311778,0.0158435202710476,48.0
PetSite,2023-04-30 02:50:00,100.0,0.0984200798437625,0.050943327042677,0.2505983525012151,0.2874143307709856,0.41635448548729,358.0
PetSite,2023-04-30 02:55:00,99.2462311557789,0.0985192545537923,0.0522644658574018,0.2461224508274721,0.3096492072985224,0.4110969200928037,398.0
PetSite,2023-04-30 03:00:00,91.23287671232876,0.1082433373506712,0.0538659346538431,0.2571308802067641,0.3148572460160741,0.7639512827007794,365.0
PetSite,2023-04-30 03:05:00,93.31742243436754,0.105225223328735,0.0547996047982404,0.2537226627627996,0.3076268407769575,0.6707561281987259,419.0
PetSite,2023-04-30 03:10:00,100.0,0.0977081634449895,0.0524422634641872,0.256179586878093,0.29961991834104,0.3780834332241117,382.0
S3_AWS::S,2023-04-30 02:50:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S3_AWS::S,2023-04-30 02:55:00,100.0,0.1912270784,0.1912270360971507,0.1913288202082726,0.1913415470308545,0.191351729098443,2.0
S3_AWS::S,2023-04-30 03:00:00,100.0,0.1136690402261224,0.1134663336900244,0.191962619961006,0.4469220790572142,0.6945081398661317,49.0
