microservice,timestamp,availability_Average,latency_Average,latency_p50,latency_p90,latency_p95,latency_p99,requests_Sum
169.254.170.2_remote,2023-04-18 18:02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
169.254.170.2_remote,2023-04-18 18:07:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
169.254.170.2_remote,2023-04-18 18:12:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
169.254.170.2_remote,2023-04-18 18:17:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
169.254.170.2_remote,2023-04-18 18:22:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AWS::StepFunctions::StateMachine,2023-04-18 18:02:00,38.888888888888886,3.7131666968166654,4.177248169415655,6.143452301444438,6.164191116101666,6.180832563148469,18.0
AWS::StepFunctions::StateMachine,2023-04-18 18:07:00,53.84615384615385,3.1838461201230763,3.620772595938601,4.436494368057178,4.47359203493361,4.503493394133603,13.0
AWS::StepFunctions::StateMachine,2023-04-18 18:12:00,61.90476190476191,2.8386666404857146,3.188680476905306,4.276988154440179,4.333125710810985,4.378565813132266,21.0
AWS::StepFunctions::StateMachine,2023-04-18 18:17:00,60.0,2.92350003463,3.452271214393104,4.307407397386186,4.340576028326849,4.367294734619777,10.0
AWS::StepFunctions::StateMachine,2023-04-18 18:22:00,66.66666666666666,2.7761666338000004,1.2100000000000002,5.599340454312371,5.629091145736855,5.653005471070129,6.0
AWSSimpleSystemsManagement_AWS::AWSSimpleSystemsManagement,2023-04-18 18:02:00,100.0,0.020177464733421,0.0191515340047025,0.0283082860279354,0.0309910739248341,0.0325372730141527,38.0
AWSSimpleSystemsManagement_AWS::AWSSimpleSystemsManagement,2023-04-18 18:07:00,100.0,0.0203066534408333,0.0182602712001486,0.0299743094220053,0.0324032705759129,0.0327953704341947,36.0
AWSSimpleSystemsManagement_AWS::AWSSimpleSystemsManagement,2023-04-18 18:12:00,100.0,0.0211720296278571,0.0196133481411821,0.0305511613047485,0.0319406911656234,0.0363364115409785,28.0
AWSSimpleSystemsManagement_AWS::AWSSimpleSystemsManagement,2023-04-18 18:17:00,100.0,0.0230686399583333,0.0198484145921282,0.0332874969651017,0.0370845360160555,0.0439294364342884,54.0
AWSSimpleSystemsManagement_AWS::AWSSimpleSystemsManagement,2023-04-18 18:22:00,100.0,0.0197080969765909,0.0164036484232464,0.0332874969651017,0.0360092405104183,0.036962508218948,44.0
DynamoDB_AWS::DynamoDB,2023-04-18 18:02:00,100.0,0.062567318177647,0.0603928357046885,0.0811526574769724,0.0932420960672495,0.0976541877136377,17.0
DynamoDB_AWS::DynamoDB,2023-04-18 18:07:00,100.0,0.053821508696923,0.058491035010502,0.0627824353619912,0.077005809342961,0.078100448976693,13.0
DynamoDB_AWS::DynamoDB,2023-04-18 18:12:00,100.0,0.066330230231,0.0619564018089123,0.0825831425297429,0.08390545288824,0.0970129691059758,20.0
DynamoDB_AWS::DynamoDB,2023-04-18 18:17:00,100.0,0.067656707758,0.0630394086312847,0.08390545288824,0.0847351036769135,0.0854047269633696,10.0
DynamoDB_AWS::DynamoDB,2023-04-18 18:22:00,100.0,0.09070126214,0.0601057177780957,0.2468179391150865,0.2525381362552464,0.2572095979099054,6.0
Evidently_AWS::Evidently,2023-04-18 18:02:00,100.0,0.2591959476,0.2696811422986335,0.2963433898803803,0.2997404260301908,0.3024860709872526,5.0
Evidently_AWS::Evidently,2023-04-18 18:07:00,100.0,0.24431502815,0.2393920493691634,0.2930830731019055,0.2956735457488043,0.2977623995891042,6.0
Evidently_AWS::Evidently,2023-04-18 18:12:00,100.0,0.2546072005571428,0.2591812779541405,0.2742557236996931,0.275957416595784,0.2773263699716866,7.0
Evidently_AWS::Evidently,2023-04-18 18:17:00,100.0,0.2239163716333333,0.2510764995599643,0.3574350130942871,0.3589401865237696,0.3601488875974599,3.0
Evidently_AWS::Evidently,2023-04-18 18:22:00,100.0,0.30855274195,0.2896643797366877,0.336323455038185,0.3386030206391294,0.3404377925785197,2.0
PGSQL Query_remote,2023-04-18 18:02:00,100.0,0.0171532580145744,0.0164876180404811,0.0218853413689596,0.0258577376112561,0.0430841907210673,94.0
PGSQL Query_remote,2023-04-18 18:07:00,100.0,0.0180463082674257,0.017498041537976,0.0227719529225443,0.0250491482147988,0.0323337719474209,101.0
PGSQL Query_remote,2023-04-18 18:12:00,100.0,0.0169023587818446,0.0162577293104486,0.0204241329306776,0.0230906793547894,0.0266966688038215,103.0
PGSQL Query_remote,2023-04-18 18:17:00,100.0,0.0181303903850485,0.0174566408774214,0.0226997210928593,0.0249696932021453,0.0390307524685138,103.0
PGSQL Query_remote,2023-04-18 18:22:00,100.0,0.01697081078625,0.0163757536915029,0.0218853413689596,0.0244205203205569,0.0267966240495577,96.0
PetAdoptionStatusUpdater/prod_AWS::ApiGateway::Stage,2023-04-18 18:02:00,100.0,0.0619680982849999,0.0573085533011679,0.0946718623363611,0.1044704250652895,0.163597127423935,94.0
PetAdoptionStatusUpdater/prod_AWS::ApiGateway::Stage,2023-04-18 18:07:00,100.0,0.0645346735837623,0.0562677194611306,0.0907693344649744,0.1080141871018502,0.1228069515332315,101.0
PetAdoptionStatusUpdater/prod_AWS::ApiGateway::Stage,2023-04-18 18:12:00,100.0,0.0661456353364077,0.0596666610155931,0.094371566535667,0.1086595355518104,0.2387085320491522,103.0
PetAdoptionStatusUpdater/prod_AWS::ApiGateway::Stage,2023-04-18 18:17:00,100.0,0.0636602026653398,0.0601057177780957,0.094371566535667,0.1111472206269917,0.1349375191772139,103.0
PetAdoptionStatusUpdater/prod_AWS::ApiGateway::Stage,2023-04-18 18:22:00,100.0,0.0687604149027083,0.0620459372875604,0.1075006690813529,0.1276197826337832,0.2177629761985799,96.0
PetSearch_AWS::ECS::Fargate,2023-04-18 18:02:00,100.0,0.006744545250212,0.0046809582888043,0.0123890782152657,0.0219317437322742,0.0341389532921669,774.0
PetSearch_AWS::ECS::Fargate,2023-04-18 18:07:00,99.1869918699187,0.0072288452248758,0.0044922596702365,0.0107126356689124,0.0171224994476734,0.0489573647755027,861.0
PetSearch_AWS::ECS::Fargate,2023-04-18 18:12:00,97.50566893424036,0.0108020900310292,0.0045156588070282,0.0113923529581016,0.0232999094127693,0.1649165814159509,882.0
PetSearch_AWS::ECS::Fargate,2023-04-18 18:17:00,98.07909604519774,0.0090671412666338,0.0046010385612855,0.0123785176190086,0.0282633539275838,0.1273436394508225,885.0
PetSearch_AWS::ECS::Fargate,2023-04-18 18:22:00,100.0,0.0065167197265617,0.0045745741124907,0.0121652482186693,0.0200783231175787,0.035567149142163,801.0
PetSearch_client,2023-04-18 18:02:00,100.0,0.0038231086721005,0.000272304608073,0.0124720109283168,0.0254906917602591,0.0344846117088753,50.0
PetSearch_client,2023-04-18 18:07:00,98.03921568627452,0.0076675274776261,0.0002680132158985,0.0135890751184156,0.0337668106599213,0.1992203660045201,51.0
PetSearch_client,2023-04-18 18:12:00,94.0,0.0242778158147104,0.000282213150918,0.0124720109283168,0.1417261384507585,0.6940520756569994,50.0
PetSearch_client,2023-04-18 18:17:00,96.15384615384616,0.0072124050171714,0.0002695733267925,0.0134601726607389,0.0172453340893983,0.1361602145996569,52.0
PetSearch_client,2023-04-18 18:22:00,100.0,0.002512850760773,0.0002676041631839,0.0115563938529385,0.0121204481259011,0.012745645610276,50.0
PetSite,2023-04-18 18:02:00,100.0,0.0864084858582626,0.044780138926741,0.2373551473031028,0.2852806158181658,0.3971045660968919,476.0
PetSite,2023-04-18 18:07:00,99.01574803149606,0.0892101197438681,0.0450786811065339,0.2525164215917725,0.2960440099339322,0.4647322500278008,508.0
PetSite,2023-04-18 18:12:00,96.93486590038314,0.0923829635720124,0.0466730271468869,0.2514991515986546,0.3018183832681116,0.4347383289703005,522.0
PetSite,2023-04-18 18:17:00,97.65625,0.0842182454512441,0.0453122932721452,0.2289217204298309,0.2622578131873344,0.349160217902179,512.0
PetSite,2023-04-18 18:22:00,98.78787878787878,0.0835989865250767,0.0450627711103683,0.2441048499659306,0.2804038357900026,0.3521681675115002,495.0
S3_AWS::S,2023-04-18 18:02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S3_AWS::S,2023-04-18 18:07:00,100.0,0.1429544516542857,0.1827386650711214,0.2426572024884886,0.2465228770881894,0.2496597093099346,7.0
S3_AWS::S,2023-04-18 18:12:00,100.0,0.1865106495636363,0.1276197826337833,0.6866952333746315,0.6917901057181302,0.6958932068363145,22.0
S3_AWS::S,2023-04-18 18:17:00,100.0,0.1133875425688235,0.1171290400419491,0.1223007915529876,0.1363403944929407,0.1419622202876076,17.0
S3_AWS::S,2023-04-18 18:22:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SSM_AWS::SSM,2023-04-18 18:02:00,100.0,0.1254493208229412,0.0880007813989099,0.2411694698987385,0.2462774866991854,0.2504416867781674,17.0
SSM_AWS::SSM,2023-04-18 18:07:00,100.0,0.136084758286923,0.2075012393057556,0.2380269663224709,0.2411037457060205,0.2436694631177554,13.0
SSM_AWS::SSM,2023-04-18 18:12:00,100.0,0.129122531389,0.0800007103626454,0.2496372451689265,0.2549231115164779,0.2592322767892281,20.0
SSM_AWS::SSM,2023-04-18 18:17:00,100.0,0.183032298059,0.2319060938835667,0.2633312543060798,0.319765634656238,0.3206763975452097,10.0
SSM_AWS::SSM,2023-04-18 18:22:00,100.0,0.3325440474166667,0.2108237217123334,1.0182481985856215,1.0321525462091556,1.0434126040078218,6.0
STS_AWS::STS,2023-04-18 18:02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
STS_AWS::STS,2023-04-18 18:07:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
STS_AWS::STS,2023-04-18 18:12:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
STS_AWS::STS,2023-04-18 18:17:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
STS_AWS::STS,2023-04-18 18:22:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Servi-searc.us-west-2.elb.amazonaws.com_remote,2023-04-18 18:02:00,100.0,0.008947145020923,0.0083027422827136,0.010810541666193,0.0112996628974117,0.0325778003469086,65.0
Servi-searc.us-west-2.elb.amazonaws.com_remote,2023-04-18 18:07:00,100.0,0.0100208371857708,0.0086251128884616,0.0175772184140026,0.0200316747649455,0.0308897571694199,144.0
Servi-searc.us-west-2.elb.amazonaws.com_remote,2023-04-18 18:12:00,100.0,0.0097410456016822,0.0082867387813715,0.0125914501733661,0.0176611827137874,0.0353474860292781,107.0
Servi-searc.us-west-2.elb.amazonaws.com_remote,2023-04-18 18:17:00,100.0,0.009181730560923,0.0076524230518102,0.0126717111181692,0.0237321512508303,0.0324699037332261,65.0
Servi-searc.us-west-2.elb.amazonaws.com_remote,2023-04-18 18:22:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SimpleNotificationService_AWS::SimpleNotificationService,2023-04-18 18:02:00,100.0,0.0178787733606914,0.0113064525808133,0.0369669051787457,0.0448722885794272,0.0693892859960811,94.0
SimpleNotificationService_AWS::SimpleNotificationService,2023-04-18 18:07:00,100.0,0.0179070977847326,0.010964269569413,0.0344166487605819,0.0570360985835201,0.0762413429047418,101.0
SimpleNotificationService_AWS::SimpleNotificationService,2023-04-18 18:12:00,100.0,0.0170085299449178,0.0112531978354624,0.0328932703261857,0.0367911581543904,0.1038475958717931,73.0
SimpleNotificationService_AWS::SimpleNotificationService,2023-04-18 18:17:00,100.0,0.014939212794,0.0118915958328123,0.0269772914271739,0.0270993287332059,0.0271973559420693,5.0
SimpleNotificationService_AWS::SimpleNotificationService,2023-04-18 18:22:00,100.0,0.0161090046120208,0.0109401062690331,0.031139114630729,0.0398958058406891,0.1120257661727388,96.0
SimpleSystemsManagement_AWS::SimpleSystemsManagement,2023-04-18 18:02:00,100.0,0.0146975036029357,0.0138256427778424,0.0189182800137624,0.0211169440000704,0.0283262788625395,218.0
SimpleSystemsManagement_AWS::SimpleSystemsManagement,2023-04-18 18:07:00,100.0,0.0156960497563948,0.0152440345884101,0.0193247050952267,0.0211547151096781,0.0241773490873023,233.0
SimpleSystemsManagement_AWS::SimpleSystemsManagement,2023-04-18 18:12:00,100.0,0.0167261552905774,0.0161402033776431,0.0199072607397305,0.0230801011208667,0.0282947989026851,381.0
SimpleSystemsManagement_AWS::SimpleSystemsManagement,2023-04-18 18:17:00,100.0,0.0157390044535483,0.0145553006108246,0.0197540518158593,0.0233952777090375,0.0316176137631759,124.0
SimpleSystemsManagement_AWS::SimpleSystemsManagement,2023-04-18 18:22:00,100.0,0.0159215200069058,0.0146876848197057,0.0188048540872653,0.0210165504168493,0.0287706935754864,223.0
StepFnStateMachine76D362E8-T67Tg48ke8oK_client,2023-04-18 18:02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
StepFnStateMachine76D362E8-T67Tg48ke8oK_client,2023-04-18 18:07:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
