microservice,timestamp,availability_Average,latency_Average,latency_p50,latency_p90,latency_p95,latency_p99,requests_Sum
169.254.170.2_remote,2023-04-18 22:02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
169.254.170.2_remote,2023-04-18 22:07:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
169.254.170.2_remote,2023-04-18 22:12:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
169.254.170.2_remote,2023-04-18 22:17:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
169.254.170.2_remote,2023-04-18 22:22:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AWS::StepFunctions::StateMachine,2023-04-18 22:02:00,72.72727272727272,2.220727266872727,1.395964576914472,4.343649325482183,4.393043730114344,4.432963368848389,11.0
AWS::StepFunctions::StateMachine,2023-04-18 22:07:00,63.63636363636363,2.704636354809092,3.291611450853273,4.359719964245801,4.395215480266689,4.42381985589206,11.0
AWS::StepFunctions::StateMachine,2023-04-18 22:12:00,78.57142857142857,2.356857195914286,3.1384283767210026,4.508212984277618,4.623572831322204,4.677436340438503,14.0
AWS::StepFunctions::StateMachine,2023-04-18 22:17:00,50.0,3.379500044435715,3.452271214393104,4.565869034271276,6.130595132277746,6.158103582663766,14.0
AWS::StepFunctions::StateMachine,2023-04-18 22:22:00,72.72727272727272,2.217545461609092,1.395964576914472,4.55138625909739,4.630368434675779,4.665240935317501,11.0
AWSSimpleSystemsManagement_AWS::AWSSimpleSystemsManagement,2023-04-18 22:02:00,100.0,0.023154169314,0.02317335614569,0.0305511613047485,0.0317383830458507,0.0373251802900262,40.0
AWSSimpleSystemsManagement_AWS::AWSSimpleSystemsManagement,2023-04-18 22:07:00,100.0,0.0204749269854545,0.0191515340047025,0.0283082860279354,0.0336062774352234,0.0438521976335959,44.0
AWSSimpleSystemsManagement_AWS::AWSSimpleSystemsManagement,2023-04-18 22:12:00,100.0,0.0211836632204255,0.0192659579809959,0.0316377100167765,0.0340901813173176,0.0358998340837446,47.0
AWSSimpleSystemsManagement_AWS::AWSSimpleSystemsManagement,2023-04-18 22:17:00,100.0,0.0215234061045833,0.0204728566505056,0.0309418835908725,0.0321442888462179,0.0332008632872308,24.0
AWSSimpleSystemsManagement_AWS::AWSSimpleSystemsManagement,2023-04-18 22:22:00,100.0,0.0241250498486206,0.02317335614569,0.0318899935592993,0.0340901813173176,0.0359825953754077,29.0
DynamoDB_AWS::DynamoDB,2023-04-18 22:02:00,100.0,0.0610828637959999,0.0606813251597618,0.0773604363095774,0.0776335172942432,0.0778526759779996,10.0
DynamoDB_AWS::DynamoDB,2023-04-18 22:07:00,100.0,0.0876374027763636,0.0601057177780957,0.226910191284152,0.2327757327429958,0.2375771470615175,11.0
