microservice,timestamp,availability_Average,latency_Average,latency_p50,latency_p90,latency_p95,latency_p99,requests_Sum
169.254.170.2_remote,2023-04-19 04:37:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
169.254.170.2_remote,2023-04-19 04:42:00,100.0,0.0004991888999938,0.0005370044350549,0.000602698007274,0.0006067495852988,0.0006100104491087,4.0
169.254.170.2_remote,2023-04-19 04:47:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
169.254.170.2_remote,2023-04-19 04:52:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
169.254.170.2_remote,2023-04-19 04:57:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AWS::StepFunctions::StateMachine,2023-04-19 04:37:00,64.28571428571428,3.146500073378572,3.1384283767210026,6.000431482073511,6.916947871591069,7.28497381651873,14.0
AWS::StepFunctions::StateMachine,2023-04-19 04:42:00,60.0,2.36420001741,1.0,4.353894958186977,4.3992117281739525,4.435804512972975,10.0
AWS::StepFunctions::StateMachine,2023-04-19 04:47:00,58.333333333333336,3.2210833395750007,3.291611450853273,4.959034282705381,6.122340337810624,6.130066817080834,12.0
AWS::StepFunctions::StateMachine,2023-04-19 04:52:00,87.5,2.2152500109,1.3310000000000004,4.2187650228462505,4.303040714420286,4.371671800278612,8.0
AWS::StepFunctions::StateMachine,2023-04-19 04:57:00,50.0,3.0109166672500005,1.2100000000000002,6.000431482073511,8.234151383280484,8.348233265263012,12.0
AWSSimpleSystemsManagement_AWS::AWSSimpleSystemsManagement,2023-04-19 04:37:00,100.0,0.0214836938017142,0.0210666874051728,0.0291293893620853,0.0312133999627971,0.0326083108244421,35.0
AWSSimpleSystemsManagement_AWS::AWSSimpleSystemsManagement,2023-04-19 04:42:00,100.0,0.0212206556654761,0.0200862983201635,0.0293283750233568,0.0321953907223743,0.0327898242029713,42.0
AWSSimpleSystemsManagement_AWS::AWSSimpleSystemsManagement,2023-04-19 04:47:00,100.0,0.0225029611556,0.022704872902382,0.0323491843076066,0.0336996152419924,0.0348204379371549,50.0
AWSSimpleSystemsManagement_AWS::AWSSimpleSystemsManagement,2023-04-19 04:52:00,100.0,0.0230658142579629,0.0200862983201635,0.0346470344282037,0.0370845360160555,0.0488410496869652,54.0
