microservice,timestamp,availability_Average,latency_Average,latency_p50,latency_p90,latency_p95,latency_p99,requests_Sum
169.254.170.2_remote,2023-04-18 21:32:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
169.254.170.2_remote,2023-04-18 21:37:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
169.254.170.2_remote,2023-04-18 21:42:00,100.0,0.0005519390106098,0.0005632150029922,0.0006017094371575,0.0006054229939429,0.0006084103341851,4.0
169.254.170.2_remote,2023-04-18 21:47:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
169.254.170.2_remote,2023-04-18 21:52:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AWS::StepFunctions::StateMachine,2023-04-18 21:32:00,80.0,1.9403999928066669,1.153689732987167,4.486780164480679,4.633492700286832,4.727262649905375,15.0
AWS::StepFunctions::StateMachine,2023-04-18 21:37:00,55.55555555555556,3.3556666585222223,3.452271214393104,4.525432931751659,6.129285727186288,6.226465433800126,18.0
AWS::StepFunctions::StateMachine,2023-04-18 21:42:00,62.5,2.165999976125,1.0,4.352849954995138,4.413009241783067,4.461734759743835,8.0
AWS::StepFunctions::StateMachine,2023-04-18 21:47:00,75.0,2.4814999866666665,2.992374046230249,4.266513092301357,4.334711386608404,4.390054075374749,12.0
AWS::StepFunctions::StateMachine,2023-04-18 21:52:00,43.75,3.67949996061875,4.177248169415655,5.131022012523151,5.2876212355383405,5.416334858971865,16.0
AWSSimpleSystemsManagement_AWS::AWSSimpleSystemsManagement,2023-04-18 21:32:00,100.0,0.019978218076,0.0191515340047025,0.0264182398221227,0.032953748874921,0.0337774468429065,25.0
AWSSimpleSystemsManagement_AWS::AWSSimpleSystemsManagement,2023-04-18 21:37:00,100.0,0.0222201100672413,0.0210666874051728,0.0324023499968433,0.0331831445294752,0.0338213051245501,29.0
AWSSimpleSystemsManagement_AWS::AWSSimpleSystemsManagement,2023-04-18 21:42:00,100.0,0.0243690146275,0.02317335614569,0.0335498656781297,0.034479532947246,0.0352417807670418,36.0
AWSSimpleSystemsManagement_AWS::AWSSimpleSystemsManagement,2023-04-18 21:47:00,100.0,0.0234542778485714,0.0224487092202151,0.0316951982950706,0.032477902213046,0.0332082453492161,35.0
AWSSimpleSystemsManagement_AWS::AWSSimpleSystemsManagement,2023-04-18 21:52:00,100.0,0.0210075785417073,0.0199273944782121,0.0284435113723818,0.0293850010184585,0.0302870156600183,41.0
DynamoDB_AWS::DynamoDB,2023-04-18 21:32:00,100.0,0.0910375484953846,0.0624414330786991,0.2457266117816289,0.2517586990690169,0.2566908100119267,13.0
DynamoDB_AWS::DynamoDB,2023-04-18 21:37:00,100.0,0.0719118780472222,0.0621868973914838,0.0828459268812184,0.2191402279640954,0.2303343050391885,18.0
DynamoDB_AWS::DynamoDB,2023-04-18 21:42:00,100.0,0.0862305760299999,0.0792418442814905,0.2178138464829446,0.218183738316012,0.2184801039999519,8.0
DynamoDB_AWS::DynamoDB,2023-04-18 21:47:00,100.0,0.06519405046275,0.0693433494944132,0.0781920732170158,0.0784347256484598,0.0786293896560204,12.0
DynamoDB_AWS::DynamoDB,2023-04-18 21:52:00,100.0,0.0614095846766666,0.0608260862566422,0.0825831425297429,0.0926570172652085,0.0935292351251347,15.0
Evidently_AWS::Evidently,2023-04-18 21:32:00,100.0,0.26996831888,0.2696811422986335,0.2919219337814575,0.2930573002609949,0.2939687719680435,5.0
Evidently_AWS::Evidently,2023-04-18 21:37:00,100.0,0.2660701870374999,0.2571308802067641,0.2938699432125934,0.3024651351921089,0.3095219430283838,8.0
Evidently_AWS::Evidently,2023-04-18 21:42:00,100.0,0.2584526538,0.2584526538,0.2584526538,0.2584526538,0.2584526538,1.0
Evidently_AWS::Evidently,2023-04-18 21:47:00,100.0,0.2295765876428571,0.2337553456425128,0.2958978040030186,0.3033398721469594,0.3094280676712948,7.0
Evidently_AWS::Evidently,2023-04-18 21:52:00,100.0,0.2846032142,0.2828439682274405,0.352512028838071,0.3535254469580555,0.3543382787161697,5.0
PGSQL Query_remote,2023-04-18 21:32:00,100.0,0.0176793823391836,0.015744127640195,0.0229535396729891,0.0296899808626301,0.0573635931083468,98.0
PGSQL Query_remote,2023-04-18 21:37:00,100.0,0.0166728699409574,0.0157203269873695,0.0227358083225884,0.0262926429669087,0.0303118558498441,94.0
PGSQL Query_remote,2023-04-18 21:42:00,100.0,0.0157011587553608,0.0151311400095606,0.0198641854873578,0.023256328963037,0.032349403772906,97.0
PGSQL Query_remote,2023-04-18 21:47:00,100.0,0.0187208549905376,0.0175692426628902,0.0246308985102573,0.0270338008773004,0.0476304642093176,93.0
PGSQL Query_remote,2023-04-18 21:52:00,100.0,0.0164020037118367,0.0154550361177411,0.0211673204868753,0.023788766564312,0.0355873259346987,98.0
PetAdoptionStatusUpdater/prod_AWS::ApiGateway::Stage,2023-04-18 21:32:00,100.0,0.0560204252798979,0.0488913058003033,0.0770081640029604,0.1024978662879402,0.2394041934661313,98.0
PetAdoptionStatusUpdater/prod_AWS::ApiGateway::Stage,2023-04-18 21:37:00,100.0,0.0564999960714893,0.0529328820717367,0.0865451646630737,0.0915294833827472,0.1985537180835588,94.0
PetAdoptionStatusUpdater/prod_AWS::ApiGateway::Stage,2023-04-18 21:42:00,100.0,0.0553917540620618,0.0509822891349152,0.0856561600202323,0.0929581179746648,0.1488877212753087,97.0
PetAdoptionStatusUpdater/prod_AWS::ApiGateway::Stage,2023-04-18 21:47:00,100.0,0.0786666741308602,0.0546415616164506,0.1000844607199549,0.1310089569666389,1.333488837167641,93.0
PetAdoptionStatusUpdater/prod_AWS::ApiGateway::Stage,2023-04-18 21:52:00,100.0,0.0696530633916326,0.0616680154158117,0.1099880270330181,0.1234327943043216,0.1486903936252918,98.0
PetSearch_AWS::ECS::Fargate,2023-04-18 21:32:00,100.0,0.0060554351260508,0.0044319605849028,0.010646935555773,0.01947364666718,0.0312431636921035,819.0
PetSearch_AWS::ECS::Fargate,2023-04-18 21:37:00,100.0,0.0139759517804775,0.0046156010809397,0.0115764374325517,0.0238455169390313,0.4803768724576077,776.0
PetSearch_AWS::ECS::Fargate,2023-04-18 21:42:00,100.0,0.016465998576755,0.0046318999456164,0.0122639929226781,0.0296899808626301,0.4905221986875717,810.0
PetSearch_AWS::ECS::Fargate,2023-04-18 21:47:00,100.0,0.0197338979624768,0.0046066256645517,0.014983642470513,0.0293034276692512,0.4980861799259761,763.0
PetSearch_AWS::ECS::Fargate,2023-04-18 21:52:00,100.0,0.006390411487105,0.0045220394329627,0.0110888243544415,0.0222679002865293,0.0326945724238435,822.0
PetSearch_client,2023-04-18 21:32:00,100.0,0.0034720754614011,0.0002967723167804,0.0118915958328123,0.02317335614569,0.0298606608843695,50.0
PetSearch_client,2023-04-18 21:37:00,100.0,0.0042833487184572,0.0002980095698652,0.0135890751184156,0.0286475615193535,0.0373148839502136,51.0
PetSearch_client,2023-04-18 21:42:00,100.0,0.0045057439795046,0.0002967723167804,0.0124720109283168,0.0315874933148552,0.0482661895972453,50.0
PetSearch_client,2023-04-18 21:47:00,100.0,0.0026339154968115,0.0002977560764391,0.0121039564687519,0.0129566747478574,0.0144664615585613,52.0
PetSearch_client,2023-04-18 21:52:00,100.0,0.0034076261508846,0.0002969968891895,0.0111595071993235,0.0121783460774426,0.0397564424580955,50.0
PetSite,2023-04-18 21:32:00,99.59677419354838,0.0981070076737036,0.0439294371927919,0.2502800937788788,0.3093214617415983,0.789489104479152,496.0
PetSite,2023-04-18 21:37:00,99.79123173277662,0.1053301665135281,0.0451583153854963,0.2798274047064814,0.4251093437469432,0.5616475571641928,479.0
PetSite,2023-04-18 21:42:00,100.0,0.0993733299060792,0.044671858209116,0.2583591641024913,0.3168138921752088,0.5514456068094443,492.0
PetSite,2023-04-18 21:47:00,100.0,0.1122526163123789,0.0494379874871909,0.2934536732018317,0.5136900153583744,0.5557699762830927,475.0
PetSite,2023-04-18 21:52:00,100.0,0.0936326254790588,0.0446606078214908,0.25056423400396,0.3196954991536451,0.6534038073656113,493.0
S3_AWS::S,2023-04-18 21:32:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S3_AWS::S,2023-04-18 21:37:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S3_AWS::S,2023-04-18 21:42:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S3_AWS::S,2023-04-18 21:47:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S3_AWS::S,2023-04-18 21:52:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SSM_AWS::SSM,2023-04-18 21:32:00,100.0,0.1907428227515384,0.2282513632363311,0.2608333620236862,0.3188074236327415,0.3190699903411869,13.0
SSM_AWS::SSM,2023-04-18 21:37:00,100.0,0.133726490845,0.0520986848192435,0.2524391569885473,0.2562351406200878,0.2593129848644506,18.0
SSM_AWS::SSM,2023-04-18 21:42:00,100.0,0.1715396940375,0.2176291357901485,0.3189289256921346,0.319525978637665,0.3200044256498083,8.0
SSM_AWS::SSM,2023-04-18 21:47:00,100.0,0.1660086512283333,0.2282513632363311,0.2620793322384828,0.2693388056291481,0.2767290527588684,12.0
SSM_AWS::SSM,2023-04-18 21:52:00,100.0,0.1432424386053333,0.2075012393057556,0.2761841495159607,0.3189996948427157,0.3198867432536159,15.0
STS_AWS::STS,2023-04-18 21:32:00,100.0,0.7824590206,0.7824590206,0.7824590206,0.7824590206,0.7824590206,1.0
STS_AWS::STS,2023-04-18 21:37:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
STS_AWS::STS,2023-04-18 21:42:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
STS_AWS::STS,2023-04-18 21:47:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
STS_AWS::STS,2023-04-18 21:52:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Servi-searc.us-west-2.elb.amazonaws.com_remote,2023-04-18 21:32:00,100.0,0.0114492248029411,0.0073837454177945,0.0302613608773652,0.0325540300084376,0.0334990548263849,17.0
Servi-searc.us-west-2.elb.amazonaws.com_remote,2023-04-18 21:37:00,100.0,0.0078076744072,0.0072962990969816,0.0093704064074506,0.011071223706766,0.0248154476548211,50.0
Servi-searc.us-west-2.elb.amazonaws.com_remote,2023-04-18 21:42:00,100.0,0.0084777162183333,0.0078503007953062,0.0111241096369743,0.0180870589826112,0.018893040492981,42.0
Servi-searc.us-west-2.elb.amazonaws.com_remote,2023-04-18 21:47:00,100.0,0.0089648125763358,0.0079746065986566,0.0135459710525119,0.0160010612709049,0.0284706338574049,134.0
Servi-searc.us-west-2.elb.amazonaws.com_remote,2023-04-18 21:52:00,100.0,0.0090682025117596,0.008033287692853,0.0120054766846545,0.0197070387925878,0.0266839495132375,104.0
SimpleNotificationService_AWS::SimpleNotificationService,2023-04-18 21:32:00,100.0,0.0173934041197653,0.0113381917530153,0.0343838618178946,0.0412491193939543,0.0839680666491567,98.0
